NULL,JAL,ZAP1,PARTICULAR,A-GEN,*baxter*,NULL,1,NULL
,JAL,ZAP1,PARTICULAR,A-HOSP,HOSPITALIZACION,,1,
,JAL,ZAP1,PARTICULAR,A-INCA,INSUMOS CAFETERIA,,1,
,JAL,ZAP1,PARTICULAR,A-INHO,INSUMOS HOSPITALARIOS,,1,
,JAL,ZAP1,PARTICULAR,A-INSERV,MEMORIA USB,,1,
,JAL,ZAP1,PARTICULAR,A-MCU,MISCELANEOS CIRUGIA UROLOGICA,,1,
,JAL,ZAP1,PARTICULAR,A-MSA,MISCELANEOS ARTROSCOPIA,,1,
,JAL,ZAP1,PARTICULAR,A-MSE,MISCELANEOS ENDOSCOPIA,,1,
,JAL,ZAP1,PARTICULAR,A-MTQ,MATERIAL QUIRURGICO,,1,
,JAL,ZAP1,PARTICULAR,A-ROPA,ROPA,,1,
,JAL,ZAP1,PARTICULAR,A-SOLP,*SOLUCION*,,1,
,JAL,ZAP1,PARTICULAR,A-SUP,SUPLEMENTOS,,1,
,JAL,ZAP1,PARTICULAR,A-VAC,VACUNAS,,1,
,JAL,ZAP1,PARTICULAR,AM00001,"Ambulancia traslado básico, CID.(Solo Ida)","1,500.00",1.67,"1,950.00"
,JAL,ZAP1,PARTICULAR,AM00002,"Ambulancia traslado básico, CID.","1,000.00",1.3,"1,300.00"
,JAL,ZAP1,PARTICULAR,AM00003,"Ambulancia traslado básico, CID más de 15 Km (Solo Ida)","2,500.00",1.3,"3,250.00"
,JAL,ZAP1,PARTICULAR,AM00004,"Ambulancia traslado básico, CID más de 15 Km","2,000.00",1.1,"2,200.00"
,JAL,ZAP1,PARTICULAR,ANESTE0001,ANESTESIA GENERAL,"3,780.00",1,"3,780.00"
,JAL,ZAP1,PARTICULAR,ANESTE0002,ANESTESIA REGIONAL,"3,024.00",1,"3,024.00"
,JAL,ZAP1,PARTICULAR,ANESTE0003,SEDACION,952.89,1,952.89
,JAL,ZAP1,PARTICULAR,ANESTE0004,SEVOFLUORANO 1ML,14.94,1.3,19.42
,JAL,ZAP1,PARTICULAR,ANESTE0005,TUBO ENDOTRAQUEAL 7.5 C/ALMA DE ACERO,312.48,1.3,406.22
,JAL,ZAP1,PARTICULAR,ANESTE0006,TUBO ENDOTRAQUEAL 8 C/ALMA DE ACERO,312.48,1.3,406.22
,JAL,ZAP1,PARTICULAR,ANESTE0007,TUBO ENDOTRAQUEAL 7 C/ALMA DE ACERO,312.48,1.3,406.22
,JAL,ZAP1,PARTICULAR,ANESTE0008,TUBO ENDOTRAQUEAL 8.5 C/ALMA DE ACERO,312.48,1.3,406.22
,JAL,ZAP1,PARTICULAR,ANESTE0009,"AGUJA PARA STIMUPLEX, ULTRA 360 30° 20GX100MM-SA",441.51,1.3,573.96
,JAL,ZAP1,PARTICULAR,ANESTE0010,"AGUJA PARA STIMUPLEX, ULTRA 360 30° 20GX150MM-SA",441.51,1.3,573.96
,JAL,ZAP1,PARTICULAR,ANESTE0011,"AGUJA PARA STIMUPLEX, ULTRA 360 30° 22GX35MM-SA",441.51,1.3,573.96
,JAL,ZAP1,PARTICULAR,ANESTE0012,"AGUJA PARA STIMUPLEX, ULTRA 360 30° 22GX50MM-SA",441.51,1.3,573.96
,JAL,ZAP1,PARTICULAR,ANESTE0013,BOMBA ELASTOMERICA EPIDURAL (100 ML 2ML/H),594.18,1.3,772.43
,JAL,ZAP1,PARTICULAR,ANESTE0014,BOMBA ELASTOMERICA EPIDURAL (125 ML 5ML/H),594.18,1.3,772.43
,JAL,ZAP1,PARTICULAR,ANESTE0015,BOMBA ELASTOMERICA EPIDURAL (60 ML 2ML/H),594.18,1.3,772.43
,JAL,ZAP1,PARTICULAR,ANESTE0016,CANULA SUPRAGLOTICA IGEL TAMAÑOS NO. 1,"1,409.40",1.3,"1,832.22"
,JAL,ZAP1,PARTICULAR,ANESTE0017,CANULA SUPRAGLOTICA IGEL TAMAÑOS NO. 2,"1,409.40",1.3,"1,832.22"
,JAL,ZAP1,PARTICULAR,ANESTE0018,CANULA SUPRAGLOTICA IGEL TAMAÑOS NO. 3,"1,409.40",1.3,"1,832.22"
,JAL,ZAP1,PARTICULAR,ANESTE0019,CANULA SUPRAGLOTICA IGEL TAMAÑOS NO. 4,"1,409.40",1.3,"1,832.22"
,JAL,ZAP1,PARTICULAR,ANESTE0020,CANULA SUPRAGLOTICA IGEL TAMAÑOS NO. 5,"1,409.40",1.3,"1,832.22"
,JAL,ZAP1,PARTICULAR,ANESTE0021,CATETER VENOSO CENTRAL 5.5FR X 30 CM 3 LUMENES,"1,608.64",1.3,"2,091.23"
,JAL,ZAP1,PARTICULAR,ANESTE0022,CATETER VENOSO CENTRAL 7 FR X 20 CM 3 LUMENES,"1,450.87",1.3,"1,886.13"
,JAL,ZAP1,PARTICULAR,ANESTE0023,KIT DE PRESION INVASIVA,540,1.3,702
,JAL,ZAP1,PARTICULAR,ANESTE0024,MASCARILLA LARINGEA SUPREME No. 4 DESECHABLE,611.99,1.3,795.59
,JAL,ZAP1,PARTICULAR,ANESTE0025,MASCARILLA LARINGEA SUPREME No. 5 DESECHABLE,611.99,1.3,795.59
,JAL,ZAP1,PARTICULAR,ANESTE0026,SENSOR BIS ADULTO,822.94,1.3,"1,069.82"
,JAL,ZAP1,PARTICULAR,ANESTE0027,SENSOR BIS PEDIATRICO,934.24,1.3,"1,214.51"
,JAL,ZAP1,PARTICULAR,ANESTE0028,ESTILETE DE INTUBACION,74,1.3,96.2
,JAL,ZAP1,PARTICULAR,ANESTE0029,SURTIDO DE DESFLURANO (1ML),19.44,1.3,25.27
,JAL,ZAP1,PARTICULAR,ANESTE0030,SURTIDO DE ESMERON (BROMURO DE ROCURONIO) 50 MG 5ML,749,1.3,973.7
,JAL,ZAP1,PARTICULAR,ANESTE0031,SURTIDO DEXMEDETOMIDINA (DEMESYNT)200 mg/2 ml,440.21,1.3,572.27
,JAL,ZAP1,PARTICULAR,ANESTE0032,SURTIDO DE SUGAMMADEX (BRIDION),"3,287.23",1.3,"4,273.40"
,JAL,ZAP1,PARTICULAR,ANESTE0033,SURTIDO DE RECOFOL (100ML),"1,438.08",1.3,"1,869.50"
,JAL,ZAP1,PARTICULAR,AYC00001,"Anestesia Estudios De Rayos X Contrastados (Cistogramas, Etc.)","2,200.00",1.3,"2,860.00"
,JAL,ZAP1,PARTICULAR,AYC00002,Anestesia Resonancia Magnetica,"2,200.00",1.3,"2,860.00"
,JAL,ZAP1,PARTICULAR,AYC00003,Anestesia Tomografia,"2,200.00",1.3,"2,860.00"
,JAL,ZAP1,PARTICULAR,AYC00004,Anestesia dos regiones Resonancia Magnetica,"3,900.00",1.3,"2,860.00"
,JAL,ZAP1,PARTICULAR,AYC00005,Aplicacion de contraste para Tomografia no ionico,"1,000.00",1.3,"2,860.00"
,JAL,ZAP1,PARTICULAR,AYC00006,Aplicacion de contraste Gadolinio para RM,"1,300.00",1.3,"2,860.00"
,JAL,ZAP1,PARTICULAR,AYC00007,Anestesia para Medicina Nuclear - DMSA,"2,200.00",1.3,"2,860.00"
,JAL,ZAP1,PARTICULAR,AYC00008,Anestesia Ecocardiograma,"2,200.00",1.3,"5,070.00"
,JAL,ZAP1,PARTICULAR,AYC00009,"Anestesia Estudios Biopsia Tc, Biopsia Eco, Angiografias, Drenaje, Puncion, Etc.","2,600.00",1.3,"2,860.00"
,JAL,ZAP1,PARTICULAR,AYC00010,Anestesia Medicina Nuclear,"2,200.00",1.3,"1,690.00"
,JAL,ZAP1,PARTICULAR,AYC00011,Anestesia Eco,"2,200.00",1.3,"1,300.00"
,JAL,ZAP1,PARTICULAR,BSA00001,CONCENTRADO ERITROCITOS (SIN DONADOR PREVIO),"6,740.00",1.3,"8,762.00"
