1,1,HABITACION,1,HAB00001,HABITACION ESTANDAR,2115.39,2115.39,1.3,2750.01,NULL,XION,NO
2,1,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00001,DERECHO DE QUIROFANO,2731,2731,1.3,3550.3,NULL,XION,NO
3,1,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00006,HORA SUBSECUENTE DE QUIROFANO,1457.9,1457.9,1.3,1895.27,NULL,XION,SI
4,1,ATENCION QUIRURGICA Y ANESTESICA,2,QXS00009,HORA OXIGENO 2 LPM,214.62,429.24,1.3,558.012,NULL,XION,SI
5,1,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00002,SALA DE RECUPERACION,730.8,730.8,1.3,950.04,NULL,XION,SI
6,1,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00003,USO DE ELECTROCAUTERIO,271.33,271.33,1.3,352.729,NULL,XION,SI
7,1,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00004,USO DE MONITOR DE SIGNOS VITALES,250,250,1.3,325,NULL,XION,NO
8,1,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00011,USO DE RPBI SALA,308.46,308.46,1.3,400.998,NULL,XION,SI
9,1,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00026,MEDIA ESTERILIZACION E INSTRUMENTAL,577,577,1.3,750.1,NULL,XION,NO
10,1,INSUMOS,1,INS00257,TEGADERM IV ADULTO 6.5 CM X 7 CM REF 1683 3M,23.44,23.44,1.3,30.472,NULL,XION,SI
11,1,INSUMOS,1,INS00104,EQUIPO PARA VENOCLISIS PLUM SET PRIMARIO CON CLAVE PARA BOMBA,319,319,1.3,414.7,NULL,XION,SI
12,1,INSUMOS,1,INS00157,CATETER INSYTE 20 G,22.03,22.03,1.3,28.639,NULL,XION,SI
13,1,INSUMOS,6,MED00229,SOLUCION HARTMANN 1000 ML,56.01,336.06,1.3,436.878,NULL,XION,SI
14,1,INSUMOS,1,INS00211,SOLUCION ANTISEPTICA A BASE DE IODOPOVIDONA 120 ML ESPUMA GERMISIN,20.47,20.47,1.3,26.611,NULL,XION,SI
15,1,INSUMOS,1,INS00098,DURAPREP 26 ML 3M,219.5,219.5,1.3,285.35,NULL,XION,SI
16,1,INSUMOS,1,INS00137,GUANTE ORTOPEDICO 7.5,14.15,14.15,1.3,18.395,NULL,XION,SI
17,1,INSUMOS,3,INS00130,GUANTE LATEX MEDIANO ESTERIL DESECHABLE,1.91,5.73,1.3,7.449,NULL,XION,SI
18,1,INSUMOS,6,INS00152,HOJA PARA BISTURI DE ACERO INOXIDABLE 23,2.25,13.5,1.3,17.55,NULL,XION,SI
19,1,INSUMOS,2,INS00152,HOJA PARA BISTURI DE ACERO INOXIDABLE 23,2.25,4.5,1.3,5.85,NULL,XION,SI
20,1,INSUMOS,1,INS00197,PLACA ELECTROCAUTERIO CON CABLE INTEGRADO ADULTO,92.5,92.5,1.3,120.25,NULL,XION,SI
21,1,INSUMOS,1,INS00114,GASA CON TRAMA MEDIANA 10 CM X 10 CM ESTERIL C/10,99.85,99.85,1.3,129.805,NULL,XION,SI
22,1,INSUMOS,3,INS00082,COMPRESA PARA VIENTRE ESTERIL,132,396,1.3,514.8,NULL,XION,SI
23,1,INSUMOS,12,INS00265,TOALLAS ALCOHOLADAS,1.14,13.68,1.3,17.784,NULL,XION,SI
24,1,INSUMOS,1,INS00287,VENDA DE GOMA SMARCH 10 CM,271,271,1.3,352.3,NULL,XION,SI
25,1,INSUMOS,1,INS00292,VENDA ELASTICA 15 CM,12.22,12.22,1.3,15.886,NULL,XION,SI
26,1,INSUMOS,1,INS00027,ALGODON PLISADO 300 G,74.64,74.64,1.3,97.032,NULL,XION,SI
27,1,INSUMOS,6,INS00170,JERINGA DE PLASTICO 5 ML,2.66,15.96,1.3,20.748,NULL,XION,SI
28,1,INSUMOS,6,INS00167,JERINGA DE PLASTICO 10 ML,3.28,19.68,1.3,25.584,NULL,XION,SI
29,1,INSUMOS,2,INS00168,JERINGA DE PLASTICO 20 ML,4.38,8.76,1.3,11.388,NULL,XION,SI
30,1,INSUMOS,1,INS00266,TUBO DE ASPIRACION DESECHABLE,71.46,71.46,1.3,92.898,NULL,XION,SI
31,1,INSUMOS,1,QXS00007,ALCOHOL 500 ML SOFTALIND BBRAUN (100ML),98.71,98.71,1.3,128.323,NULL,XION,SI
32,1,INSUMOS,1,INS00202,RECEPTAL 1000 ML,55.41,55.41,1.3,72.033,NULL,XION,SI
33,1,INSUMOS,1,SUT00044,SUTURA J340 ACIDO POLIGLICOLICO VICRYL 0 CT-1 ETHICON,12.89,12.89,1.3,0,NULL,XION,SI
34,1,INSUMOS,1,INS00101,ENGRAPADORA PARA PIEL,750,750,1.3,975,NULL,XION,SI
35,1,MEDICAMENTOS,2,MED00256,CEFTRIAXONA POLVO PARA SOLUCION INYECTABLE 1 G PISA,396,792,1.3,1029.6,NULL,XION,SI
36,1,MEDICAMENTOS,2,MED00172,METOCLOPRAMIDA SOLUCION INYECTABLE  10 MG / 2 ML VIMECLOL,6.5,13,1.3,16.9,NULL,XION,SI
37,1,MEDICAMENTOS,2,MED00193,OMEPRAZOL POLVO PARA SOLUCION INYECTABLE 40 MG INHIBITRON,256.3,512.6,1.3,666.38,NULL,XION,SI
38,1,MEDICAMENTOS,1,MED00261,ENOXAPARINA SOLUCION INYECTABLE 40 MG / 0.4 ML CLEXANE,1134.63,1134.63,1.3,1475.02,NULL,XION,SI
39,1,MEDICAMENTOS,4,MED00201,PARACETAMOL SOLUCION INYECTABLE 1G / 100 ML LUNAZOL,89.59,358.36,1.3,465.868,NULL,XION,SI
40,1,MEDICAMENTOS,1,MED00245,TRAMADOL SOLUCION INYECTABLE 100 MG /2 ML VITALIS,59.42,59.42,1.3,77.246,NULL,XION,SI
41,1,MEDICAMENTOS,1,MED00108,FENTANILO SOLUCION INYECTABLE 0.5 ML / 10 ML FENODID,102.67,102.67,1.3,133.471,NULL,XION,SI
42,1,MEDICAMENTOS,4,MED00108,MED00259,85.87,343.48,1.6,549.568,NULL,XION,NO
43,1,ATENCION QUIRURGICA,1,FC,TORRE DE LAPAROSCOPIA,4550,4550,1,4550,NULL,XION,NO
44,1,ATENCION QUIRURGICA Y ANESTESICA,1,FC,TORRE DE LAPAROSCOPIA,308.46,308.46,1.3,400.998,NULL,XION,NO
45,2,HABITACION,0.03,HAB00001,HABITACION ESTANDAR,2115.39,63.4617,1.3,82.5002,NULL,XION,SI
46,2,HABITACION,0.01,HAB00006,KIT DE BIENVENIDA,0.01,0.0001,1.3,0.00013,NULL,XION,SI
47,2,HABITACION,0.01,INS00043,BRAZALETE PARA IDENTIFICACION DE PLASTICO ADULTO,0.77,0.0077,2.5,0.01925,NULL,XION,SI
48,2,ATENCION QUIRURGICA Y ANESTESICA,0.05,QXS00001,DERECHO DE QUIROFANO,2731,136.55,1.3,177.515,NULL,XION,SI
49,2,ATENCION QUIRURGICA Y ANESTESICA,0.05,ANESTE0001,ANESTESIA GENERAL,3780,189,1.3,245.7,NULL,XION,SI
50,2,ATENCION QUIRURGICA Y ANESTESICA,0.05,QXS00009,HORA OXIGENO 2 LPM,214.62,10.731,1.3,13.9503,NULL,XION,SI
51,2,ATENCION QUIRURGICA Y ANESTESICA,0.02,QXS00002,SALA DE RECUPERACION,730.8,14.616,1.3,19.0008,NULL,XION,SI
52,3,HABITACION,1,INS00043,BRAZALETE PARA IDENTIFICACION DE PLASTICO ADULTO,0.77,0.77,2.5,1.925,NULL,XION,SI
53,3,HABITACION,8,ROPA00002,SABANA ESTÁNDAR,22.1,176.8,1.3,229.84,NULL,XION,NO
54,3,HABITACION,4,ROPA00003,SABANA CLÍNICA,11.32,45.28,1.3,58.864,NULL,XION,NO
55,4,HABITACION,1,HAB00006,KIT DE BIENVENIDA,0.01,0.01,1.3,0.013,NULL,XION,NO
56,4,HABITACION,1,INS00043,BRAZALETE PARA IDENTIFICACION DE PLASTICO ADULTO,0.77,0.77,2.5,1.925,NULL,XION,NO
57,4,HABITACION,1,INS00263,TERMOMETRO DIGITAL,51,51,2,102,NULL,XION,NO
58,4,HABITACION,1,ROPA00002,SABANA ESTÁNDAR,22.1,22.1,1.3,28.73,NULL,XION,SI
59,4,HABITACION,1,ROPA00003,SABANA CLÍNICA,11.32,11.32,1.3,14.716,NULL,XION,SI
60,4,HABITACION,1,ROPA00007,FONDO GERIATRICO,13.03,13.03,1.3,16.939,NULL,XION,NO
61,4,HABITACION,1,ROPA00006,FUNDA DE ALMOHADA,4.09,4.09,1.3,5.317,NULL,XION,SI
62,4,HABITACION,1,ROPA00008,ALMOHADA INDIVIDUAL,25.14,25.14,1.3,32.682,NULL,XION,SI
63,4,HABITACION,1,ROPA00005,COBERTOR MATRIMONIAL AZUL,42.81,42.81,1.3,55.653,NULL,XION,SI
64,4,HABITACION,1,ROPA00012,COLCHA JACQUARD BLANCA,38.11,38.11,1.3,49.543,NULL,XION,NO
65,4,HABITACION,1,ROPA00001,BATA PACIENTE,11.09,11.09,1.3,14.417,NULL,XION,NO
66,4,HABITACION,1,ROPA00013,TAPETE DE BAÑO,8.15,8.15,1.3,10.595,NULL,XION,NO
67,4,HABITACION,1,ROPA00010,TOALLA ESTANDAR,12.62,12.62,1.3,16.406,NULL,XION,SI
68,4,HABITACION,1,ROPA00009,TOALLA DE MANO,4.12,4.12,1.3,5.356,NULL,XION,SI
69,4,HABITACION,3,INS00325,PAÑAL CUBRECAMA DIAPRO,13.43,40.29,1.3,52.377,NULL,XION,SI
70,4,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00010,HORA OXIGENO 3 LPM,276.96,276.96,1.3,360.048,NULL,XION,SI
71,4,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00013,BOMBA DE INFUSION,280.8,280.8,1.3,365.04,NULL,XION,SI
72,4,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00003,USO DE ELECTROCAUTERIO,271.33,271.33,1.3,352.729,NULL,XION,SI
73,4,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00004,USO DE MONITOR DE SIGNOS VITALES,250,250,1.3,325,NULL,XION,SI
74,4,ATENCION QUIRURGICA Y ANESTESICA,1,QXS00002,SALA DE RECUPERACION,730.8,730.8,1.3,950.04,NULL,XION,SI
75,4,ATENCION QUIRURGICA Y ANESTESICA,1,ROPA00022,BULTO CIRUGIA,308.22,308.22,1.3,400.686,NULL,XION,SI
76,4,ATENCION QUIRURGICA Y ANESTESICA,3,INS00120,GORRO ELASTICO DESECHABLE,0.94,2.82,1.3,3.666,NULL,XION,SI
77,4,ATENCION QUIRURGICA Y ANESTESICA,5,INS00119,GORRO PARA CIRUJANO DESECHABLE,1.09,5.45,1.3,7.085,NULL,XION,SI
78,4,ATENCION QUIRURGICA Y ANESTESICA,5,ROPA00018,PANTALON CIRUJANO M,9.16,45.8,1.3,59.54,NULL,XION,SI
79,4,ATENCION QUIRURGICA Y ANESTESICA,5,ROPA00019,SACO CIRUJANO M,7.8,39,1.3,50.7,NULL,XION,SI
80,4,ATENCION QUIRURGICA Y ANESTESICA,6,INS00065,CEPILLO QUIRURGICO DESECHABLE CON CLORHEXIDINA,23,138,1.3,179.4,NULL,XION,SI
81,4,INSUMOS,2,INS00008,AGUJA AMARILLA CALIBRE 20 G,0.82,1.64,1.3,2.132,NULL,XION,SI
