NULL,JALISCO,ZAP1,A-GEN,*baxter*,,1,
,JALISCO,ZAP1,A-HOSP,HOSPITALIZACION,,1,
,JALISCO,ZAP1,A-INCA,INSUMOS CAFETERIA,,1,
,JALISCO,ZAP1,A-INHO,INSUMOS HOSPITALARIOS,,1,
,JALISCO,ZAP1,A-INSERV,MEMORIA USB,,1,
,JALISCO,ZAP1,A-MCU,MISCELANEOS CIRUGIA UROLOGICA,,1,
,JALISCO,ZAP1,A-MSA,MISCELANEOS ARTROSCOPIA,,1,
,JALISCO,ZAP1,A-MSE,MISCELANEOS ENDOSCOPIA,,1,
,JALISCO,ZAP1,A-MTQ,MATERIAL QUIRURGICO,,1,
,JALISCO,ZAP1,A-ROPA,ROPA,,1,
,JALISCO,ZAP1,A-SOLP,*SOLUCION*,,1,
,JALISCO,ZAP1,A-SUP,SUPLEMENTOS,,1,
,JALISCO,ZAP1,A-VAC,VACUNAS,,1,
,JALISCO,ZAP1,AM00001,"Ambulancia traslado básico, CID.(Solo Ida)",1500,1.67,1950
,JALISCO,ZAP1,AM00002,"Ambulancia traslado básico, CID.",1000,1.3,1300
,JALISCO,ZAP1,AM00003,"Ambulancia traslado básico, CID más de 15 Km (Solo Ida)",2500,1.3,3250
,JALISCO,ZAP1,AM00004,"Ambulancia traslado básico, CID más de 15 Km",2000,1.1,2200
,JALISCO,ZAP1,ANESTE0001,ANESTESIA GENERAL,3780,1,3780
,JALISCO,ZAP1,ANESTE0002,ANESTESIA REGIONAL,3024,1,3024
,JALISCO,ZAP1,ANESTE0003,SEDACION,952.89,1,952.89
,JALISCO,ZAP1,ANESTE0004,SEVOFLUORANO 1ML,14.94,1.3,19.42
,JALISCO,ZAP1,ANESTE0005,TUBO ENDOTRAQUEAL 7.5 C/ALMA DE ACERO,312.48,1.3,406.22
,JALISCO,ZAP1,ANESTE0006,TUBO ENDOTRAQUEAL 8 C/ALMA DE ACERO,312.48,1.3,406.22
,JALISCO,ZAP1,ANESTE0007,TUBO ENDOTRAQUEAL 7 C/ALMA DE ACERO,312.48,1.3,406.22
,JALISCO,ZAP1,ANESTE0008,TUBO ENDOTRAQUEAL 8.5 C/ALMA DE ACERO,312.48,1.3,406.22
,JALISCO,ZAP1,ANESTE0009,"AGUJA PARA STIMUPLEX, ULTRA 360 30° 20GX100MM-SA",441.51,1.3,573.96
,JALISCO,ZAP1,ANESTE0010,"AGUJA PARA STIMUPLEX, ULTRA 360 30° 20GX150MM-SA",441.51,1.3,573.96
,JALISCO,ZAP1,ANESTE0011,"AGUJA PARA STIMUPLEX, ULTRA 360 30° 22GX35MM-SA",441.51,1.3,573.96
,JALISCO,ZAP1,ANESTE0012,"AGUJA PARA STIMUPLEX, ULTRA 360 30° 22GX50MM-SA",441.51,1.3,573.96
,JALISCO,ZAP1,ANESTE0013,BOMBA ELASTOMERICA EPIDURAL (100 ML 2ML/H),594.18,1.3,772.43
,JALISCO,ZAP1,ANESTE0014,BOMBA ELASTOMERICA EPIDURAL (125 ML 5ML/H),594.18,1.3,772.43
,JALISCO,ZAP1,ANESTE0015,BOMBA ELASTOMERICA EPIDURAL (60 ML 2ML/H),594.18,1.3,772.43
,JALISCO,ZAP1,ANESTE0016,CANULA SUPRAGLOTICA IGEL TAMAÑOS NO. 1,1409.4,1.3,1832.22
,JALISCO,ZAP1,ANESTE0017,CANULA SUPRAGLOTICA IGEL TAMAÑOS NO. 2,1409.4,1.3,1832.22
,JALISCO,ZAP1,ANESTE0018,CANULA SUPRAGLOTICA IGEL TAMAÑOS NO. 3,1409.4,1.3,1832.22
,JALISCO,ZAP1,ANESTE0019,CANULA SUPRAGLOTICA IGEL TAMAÑOS NO. 4,1409.4,1.3,1832.22
,JALISCO,ZAP1,ANESTE0020,CANULA SUPRAGLOTICA IGEL TAMAÑOS NO. 5,1409.4,1.3,1832.22
,JALISCO,ZAP1,ANESTE0021,CATETER VENOSO CENTRAL 5.5FR X 30 CM 3 LUMENES,1608.64,1.3,2091.23
,JALISCO,ZAP1,ANESTE0022,CATETER VENOSO CENTRAL 7 FR X 20 CM 3 LUMENES,1450.87,1.3,1886.13
,JALISCO,ZAP1,ANESTE0023,KIT DE PRESION INVASIVA,540,1.3,702
,JALISCO,ZAP1,ANESTE0024,MASCARILLA LARINGEA SUPREME No. 4 DESECHABLE,611.99,1.3,795.59
,JALISCO,ZAP1,ANESTE0025,MASCARILLA LARINGEA SUPREME No. 5 DESECHABLE,611.99,1.3,795.59
,JALISCO,ZAP1,ANESTE0026,SENSOR BIS ADULTO,822.94,1.3,1069.82
,JALISCO,ZAP1,ANESTE0027,SENSOR BIS PEDIATRICO,934.24,1.3,1214.51
,JALISCO,ZAP1,ANESTE0028,ESTILETE DE INTUBACION,74,1.3,96.2
,JALISCO,ZAP1,ANESTE0029,SURTIDO DE DESFLURANO (1ML),19.44,1.3,25.27
,JALISCO,ZAP1,ANESTE0030,SURTIDO DE ESMERON (BROMURO DE ROCURONIO) 50 MG 5ML,749,1.3,973.7
,JALISCO,ZAP1,ANESTE0031,SURTIDO DEXMEDETOMIDINA (DEMESYNT)200 mg/2 ml,440.21,1.3,572.27
,JALISCO,ZAP1,ANESTE0032,SURTIDO DE SUGAMMADEX (BRIDION),3287.23,1.3,4273.4
,JALISCO,ZAP1,ANESTE0033,SURTIDO DE RECOFOL (100ML),1438.08,1.3,1869.5
,JALISCO,ZAP1,AYC00001,"Anestesia Estudios De Rayos X Contrastados (Cistogramas, Etc.)",2200,1.3,2860
,JALISCO,ZAP1,AYC00002,Anestesia Resonancia Magnetica,2200,1.3,2860
,JALISCO,ZAP1,AYC00003,Anestesia Tomografia,2200,1.3,2860
,JALISCO,ZAP1,AYC00004,Anestesia dos regiones Resonancia Magnetica,3900,1.3,2860
,JALISCO,ZAP1,AYC00005,Aplicacion de contraste para Tomografia no ionico,1000,1.3,2860
,JALISCO,ZAP1,AYC00006,Aplicacion de contraste Gadolinio para RM,1300,1.3,2860
,JALISCO,ZAP1,AYC00007,Anestesia para Medicina Nuclear - DMSA,2200,1.3,2860
,JALISCO,ZAP1,AYC00008,Anestesia Ecocardiograma,2200,1.3,5070
,JALISCO,ZAP1,AYC00009,"Anestesia Estudios Biopsia Tc, Biopsia Eco, Angiografias, Drenaje, Puncion, Etc.",2600,1.3,2860
,JALISCO,ZAP1,AYC00010,Anestesia Medicina Nuclear,2200,1.3,1690
,JALISCO,ZAP1,AYC00011,Anestesia Eco,2200,1.3,1300
,JALISCO,ZAP1,BSA00001,CONCENTRADO ERITROCITOS (SIN DONADOR PREVIO),6740,1.3,8762
,JALISCO,ZAP1,BSA00002,CONCENTRADO ERITROCITOS (CON DONADOR PREVIO),5600,1.3,7280
,JALISCO,ZAP1,BSA00003,AUTODONACION,3725,1.3,4842.5
,JALISCO,ZAP1,BSA00004,BIOMETRIA,245,1.3,318.5
,JALISCO,ZAP1,BSA00005,CONCENTRADO PLAQUETARIO,1375,1.3,1787.5
,JALISCO,ZAP1,BSA00006,CONCENTRADO DE ERITROCITOS SIN PRUEBA CRUZADA,3725,1.3,4842.5
,JALISCO,ZAP1,BSA00007,MAQUILA DE PLAQUETOAFERESIS,10985,1.3,14280.5
,JALISCO,ZAP1,BSA00008,RASTREO DE AC. IRREGULARES I Y II,765,1.3,994.5
,JALISCO,ZAP1,BSA00009,CONEXIÓN ESTERIL,100,1.3,130
,JALISCO,ZAP1,BSA00010,RECOLECCION DE CELULAS HEMATOPOYETICAS,42920,1.3,55796
,JALISCO,ZAP1,BSA00011,FLEBOTOMIA CON REPOSICION DE SUERO,1030,1.3,1339
,JALISCO,ZAP1,BSA00012,ESTUDIOS A DONADOR (SEROLOGIA),2200,1.3,2860
,JALISCO,ZAP1,BSA00013,PRUEBA DE COOMBS INDIRECTO,1625,1.3,2112.5
,JALISCO,ZAP1,BSA00014,BOLSA SENCILLA,1375,1.3,1787.5
,JALISCO,ZAP1,BSA00015,EQUIPO DE TRANSFUSION,1260,1.3,1638
,JALISCO,ZAP1,BSA00016,INSUMOS FRACCIONES PEDIATRICOS,2000,1.3,2600
,JALISCO,ZAP1,BSA00017,PLAQUETOFERESIS,820,1.3,1066
,JALISCO,ZAP1,BSA00018,OCTAPLAS,220,1.3,286
,JALISCO,ZAP1,BSA00019,SEMIPANEL I Y II (RASTREO AC IRREGULARES),24450,1.3,31785
,JALISCO,ZAP1,BSA00020,PLASMA FRESCO CONGELADO (INCLUYE PC),1810,1.3,2353
,JALISCO,ZAP1,BSA00021,PLASMAFERESIS SIN ALBUMINAS (HASTA 2 LITROS),16996,1.3,22094.8
,JALISCO,ZAP1,BSA00022,PRUEBA CRUZADA PARA PLASMA,27510,1.3,35763
,JALISCO,ZAP1,BSA00023,PRUEBA CRUZADA,815,1.3,1059.5
