,JALISCO,ZAP1,LAB00001,11-DESOXICORTICOSTERONA,4690,1.3,6097
,JALISCO,ZAP2,LAB00004,17-ALFA-HIDROXI-PROGESTERONA (17-OHO),355,1.3,461.5
,JALISCO,ZAP3,LAB00002,17-CETOSTEROIDES 17-KS EN ORINA,755,1.3,981.5
,JALISCO,ZAP4,LAB00003,17-HIDROXI CORTICOESTEROIDES 17-OHCS,755,1.3,981.5
,JALISCO,ZAP5,INS00001,ABATELENGUA DE MADERA,0.32,2.5,0.8
,JALISCO,ZAP6,PAT00001,ABORTO,1600,1.3,2080
,JALISCO,ZAP7,LAB00007,AC ANTI AG C HEPATITIS B IGM. ANTI-HBCAG IGM. CORE IGM,230,1.3,299
,JALISCO,ZAP8,LAB00005,AC ANTI AG C HEPATITIS B. ANTI-HBCAG CORE TOTAL,190,1.3,247
,JALISCO,ZAP9,LAB00009,AC ANTI AG E HEPATITIS B. HBEAG,190,1.3,247
,JALISCO,ZAP10,LAB00010,AC ANTI AG S HEPATITIS B. HBEAG,190,1.3,247
,JALISCO,ZAP11,LAB00090,AC ANTI GAD-65 (GLUTAMATO DECARBOXILASA),3385,1.3,4400.5
,JALISCO,ZAP12,LAB00011,AC ANTI -RECEPTORES DE LA TSH (TRAB),2100,1.3,2730
,JALISCO,ZAP13,LAB00012,AC ANTI VIRUS HEPATITIS A IGM. ANTI-HAV IGM,190,1.3,247
,JALISCO,ZAP14,LAB00013,AC ANTI VIRUS HEPATITIS A TOTAL. HAV,190,1.3,247
,JALISCO,ZAP15,LAB00014,AC ANTI VIRUS HEPATITIS C. HCV,190,1.3,247
,JALISCO,ZAP16,LAB00006,AC. ANCA VASCULTIDES (PR-3AB/MPO AB),1031,1.3,1340.3
,JALISCO,ZAP17,LAB00088,AC. ANTI GANGLIOSIDO GQ1B,2777,1.3,3610.1
,JALISCO,ZAP18,LAB00015,"AC. ANTI VIRUS HEPATITIS A IGG, IGM",650,1.3,845
,JALISCO,ZAP19,LAB00116,AC. ANTINUCLEARES CON INMUNOESPECIFICIDAD,1676,1.3,2178.8
,JALISCO,ZAP20,LAB00016,ACETAMINOFEN TYLENOL,740,1.3,962
,JALISCO,ZAP21,MED00001,ACETILCISTEINA TABLETA EFERVECENTES 600 MG LYSOMUCIL,,1.4,
,JALISCO,ZAP22,INS00002,ACETONA 10 ML,3.39,2.5,8.48
,JALISCO,ZAP23,INS00003,ACETONA 60 ML JALOMA,13,2.5,32.5
,JALISCO,ZAP24,LAB00017,ACETONA EN ORINA,156,1.3,202.8
,JALISCO,ZAP25,LAB00018,ACETONA EN SANGRE,156,1.3,202.8
,JALISCO,ZAP26,LAB00019,ACIDO 5-HIDROXI-INDOLACETICO (5-HIAA) EN ORINA DE 24 H SEROTONINA,755,1.3,981.5
,JALISCO,ZAP27,MED00002,ACIDO ACETILSALICILICO TABLETA 100 MG ASPIRINA PROTECT,162,1.6,259.2
,JALISCO,ZAP28,MED00003,ACIDO ACEXAMICO / NEOMICINA CREMA 0.05 G / 0.004 G / 1 G RECOVERON NC,311.58,1.3,405.05
